GameDate,WinLoss,MinusScore,DayNight,VisitingHomeType,PitcherNational,PitcherHabit,PreAP_ER(TotalEarnedRunCnt),PreAP_TotalHittingCnt,PreAP_IP,PreAP_BF,PreAP_NP,PreAP_HR,PreAP_BB,PreAP_SO,PreAP_RunCnt,PreSO%,PreBB%,PreHR%,PreFIP,PreBABIP,PreERA,PreWHIP,PreBAT.A_AB,PreBAT.A_RBI,PreBAT.A_R,PreBAT.A_H,PreBAT.A_BB,PreBAT.A_SO,PreBAT.BIP%,PreBAT.BABIP,PreBAT.WOBA,PreBAT.BB%,PreBAT.K%,Brother.PitcherNational,Brother.PitcherHabit,Brother.PreAP_ER(TotalEarnedRunCnt),Brother.PreAP_TotalHittingCnt,Brother.PreAP_IP,Brother.PreAP_BF,Brother.PreAP_NP,Brother.PreAP_HR,Brother.PreAP_BB,Brother.PreAP_SO,Brother.PreAP_RunCnt,Brother.PreSO%,Brother.PreBB%,Brother.PreHR%,Brother.PreFIP,Brother.PreBABIP,Brother.PreERA,Brother.PreWHIP,Brother.PreBAT.A_AB,Brother.PreBAT.A_RBI,Brother.PreBAT.A_R,Brother.PreBAT.A_H,Brother.PreBAT.A_BB,Brother.PreBAT.A_SO,Brother.PreBAT.BIP%,Brother.PreBAT.BABIP,Brother.PreBAT.WOBA,Brother.PreBAT.BB%,Brother.PreBAT.K%
2015/3/26 00:00,1,1,N,1,1,3,6,9,5.333333333,28,117,1,3,4,7,0.142857143,0.107142857,0.035714286,5.825,0.4,10.125,2.25,70,10,10,20,6,17,0.558139535,0.375,0.46944186,0.113636364,0.227272727,0,1,3,8,5,25,103,2,3,4,3,0.16,0.12,0.08,8.6,0.375,5.4,2.2,112,17,20,37,14,20,0.710526316,0.333333333,0.3585,0.105263158,0.157894737
2015/4/3 00:00,1,3,N,2,0,1,1,1,1,5,18,0,0,1,1,0.2,0,0,4.2,0.333333333,9,1,106,12,12,34,7,18,0.945945946,0.4,0.369351351,0.027027027,0.027027027,0,1,2,8,3,16,64,0,1,0,2,0,0.0625,0,4.2,0.533333333,6,3,142,18,21,41,17,26,0.714285714,0.16,0.196028571,0.083333333,0.166666667
2015/4/4 00:00,0,-8,N,2,0,1,5,13,13,60,233,0,8,10,6,0.147058824,0.147058824,0,3.914285714,0.272727273,2.571428571,1.571428571,300,29,29,82,21,50,0.846153846,0.363636364,0.394205128,0.102564103,0.051282051,0,1,5,16,8.333333333,41,145,0,3,2,5,0.08,0.08,0,3.575,0.380952381,5.0625,1.875,359,47,52,110,33,63,0.717948718,0.285714286,0.312461538,0.12195122,0.146341463
2015/4/5 00:00,1,4,D,2,0,1,10,15,11,51,182,1,6,3,10,0,0.136363636,0.045454545,9.45,0.470588235,15.75,3,334,29,29,89,23,59,0.675675676,0.28,0.229594595,0.054054054,0.243243243,0,1,8,19,20,83,317,1,5,24,8,0.321428571,0.035714286,0,1.057142857,0.333333333,0,1,392,55,60,121,41,68,0.651162791,0.357142857,0.446372093,0.186046512,0.11627907
2015/4/21 00:00,1,12,N,2,0,1,11,28,21,91,293,1,3,6,16,0.071428571,0.071428571,0,3.533333333,0.333333333,9,1.666666667,370,40,40,101,31,65,0.659090909,0.379310345,0.439613636,0.177777778,0.133333333,1,1,3,8,11.66666667,49,199,1,6,5,3,0,0.444444444,0,12.2,0.2,13.5,3.75,428,62,67,133,45,73,0.761904762,0.34375,0.35902381,0.095238095,0.119047619
2015/4/23 00:00,0,-5,N,2,1,3,17,44,35,152,496,2,6,12,23,0.035714286,0.035714286,0,3.342857143,0.269230769,1.285714286,1.142857143,728,93,101,209,80,125,0.727272727,0.375,0.423045455,0.090909091,0.136363636,0,2,18,45,33.33333333,149,525,3,8,15,21,0.166666667,0.083333333,0.041666667,5.738461538,0.529411765,12.46153846,2.769230769,781,107,116,242,76,125,0.864864865,0.25,0.253135135,0.081081081,0.054054054
2015/5/1 00:00,1,10,N,1,0,1,14,33,35.33333333,148,550,3,13,26,16,0.24137931,0.172413793,0.034482759,5.533333333,0.333333333,6,1.833333333,758,95,104,215,82,130,0.757575758,0.24,0.230151515,0.057142857,0.142857143,1,1,12,32,30,131,485,4,10,22,17,0.192307692,0.076923077,0,2.628571429,0.176470588,2.571428571,0.714285714,817,114,124,252,83,133,0.622222222,0.321428571,0.359911111,0.152173913,0.173913043
2015/5/2 00:00,1,7,N,1,0,3,20,38,36.33333333,159,577,7,18,19,23,0.148148148,0,0.037037037,4.342857143,0.238095238,2.571428571,0.857142857,969,141,151,282,113,171,0.708333333,0.323529412,0.422541667,0.125,0.083333333,0,1,35,65,40.66666667,197,685,5,12,17,38,0.05,0.1,0.05,9.2,0.4,16.2,2.7,1034,135,148,315,95,167,0.735294118,0.24,0.258411765,0,0.205882353
2015/5/3 00:00,1,3,N,1,0,1,8,15,19.33333333,85,336,0,15,11,8,0.125,0.166666667,0,4.2,0.3125,3,1.5,1013,153,163,302,116,177,0.791666667,0.5,0.4849375,0.06,0.12,0,1,25,55,45.33333333,201,754,2,12,46,27,0.166666667,0.1,0,3.023529412,0.571428571,9.529411765,2.647058824,1064,138,153,323,101,172,0.702702703,0.307692308,0.33027027,0.157894737,0.131578947
2015/5/8 00:00,1,8,N,2,0,1,20,44,36.66666667,173,611,3,19,23,22,0.137931034,0.068965517,0.034482759,4.771428571,0.238095238,1.285714286,1.142857143,1051,157,167,312,117,181,0.875,0.285714286,0.24305,0.025,0.1,0,1,18,38,26,123,437,2,9,9,18,0.076923077,0.038461538,0,3.033333333,0.304347826,4.5,1.333333333,1097,139,154,330,104,176,0.777777778,0.214285714,0.26425,0.081081081,0.108108108
2015/5/9 00:00,0,-3,N,2,0,1,22,58,49,207,673,5,7,14,28,0,0.03125,0,3.575,0.258064516,1.125,1.125,1120,168,179,334,121,185,0.921052632,0.4,0.405657895,0.026315789,0.026315789,0,1,16,31,25.33333333,120,442,2,13,13,20,0,0.038461538,0,3.8,0.4,12.6,2.2,1164,142,157,346,107,178,0.971428571,0.235294118,0.226342857,0.028571429,0
2015/5/10 00:00,0,-1,N,2,0,1,22,42,42.33333333,188,682,7,23,20,26,0.034482759,0.172413793,0,5.366666667,0.173913043,3,1.5,1159,170,182,347,122,192,0.8,0.40625,0.31915,0.025,0.175,0,1,27,66,53.33333333,236,876,2,13,52,30,0.171428571,0.028571429,0,2.075,0.392857143,2.25,1.5,1202,147,163,356,112,181,0.813953488,0.285714286,0.301255814,0.113636364,0.068181818
2015/5/19 00:00,1,6,N,1,1,2,25,52,42.33333333,201,715,3,22,26,28,0.107142857,0.107142857,0,3.729411765,0.363636364,7.941176471,1.941176471,1190,175,187,352,124,197,0.727272727,0.125,0.243575758,0.060606061,0.151515152,0,1,21,41,34,150,535,3,10,13,21,0.148148148,0.037037037,0.037037037,4.2,0.095238095,3.375,0.5,1236,153,169,364,117,186,0.75,0.266666667,0.28745,0.125,0.125
2015/5/21 00:00,0,-1,N,1,0,1,5,18,9,43,166,0,2,3,5,0.041666667,0.083333333,0,4,0.428571429,1.8,2.2,1421,204,220,420,139,242,0.659090909,0.344827586,0.390727273,0.113636364,0.181818182,0,2,18,36,31.33333333,147,549,2,17,19,22,0.222222222,0.148148148,0,3.2,0.294117647,3,1.5,1449,184,200,432,132,212,0.902439024,0.378378378,0.359317073,0.048780488,0.048780488
2015/5/27 00:00,1,6,N,2,1,2,28,77,62.66666667,266,876,6,8,20,37,0,0.032258065,0,3.65,0.344827586,5.4,1.65,1464,208,224,430,143,254,0.638297872,0.3,0.282531915,0.085106383,0.255319149,0,1,24,53,50,217,768,8,18,35,30,0.266666667,0.1,0.033333333,4.057142857,0.333333333,5.142857143,1.428571429,1494,189,205,445,135,217,0.836734694,0.317073171,0.311061224,0.06,0.1
2015/5/28 00:00,1,3,N,2,0,1,5,21,16,67,262,0,3,8,5,0.208333333,0.041666667,0,2.2,0.176470588,0,0.571428571,1537,220,238,455,149,263,0.8,0.357142857,0.349485714,0.114285714,0.085714286,0,2,21,42,35.33333333,164,618,2,18,21,26,0.117647059,0.058823529,0,2.95,0.428571429,6.75,1.75,1583,194,210,465,143,231,0.766666667,0.130434783,0.138133333,0.064516129,0.161290323
2015/6/5 00:00,1,1,N,1,0,3,31,86,68.66666667,295,967,6,10,20,40,0,0.068965517,0,4.2,0.346153846,4.5,1.833333333,1572,226,244,466,151,272,0.641025641,0.4,0.382692308,0.051282051,0.230769231,0,1,28,58,55.33333333,242,862,9,20,42,34,0.28,0.08,0.04,5.2625,0.307692308,6.75,1.3125,1618,197,213,474,145,233,0.891891892,0.272727273,0.276540541,0.052631579,0.052631579
2015/6/6 00:00,0,-10,N,1,0,1,12,24,36.33333333,150,605,3,19,22,12,0.208333333,0,0.041666667,4.147368421,0.176470588,1.421052632,0.631578947,1748,249,270,512,167,298,0.836734694,0.268292683,0.367625,0.078431373,0.039215686,0,1,26,50,44.33333333,192,681,6,12,16,26,0.034482759,0.068965517,0.068965517,7.7,0.25,5.4,1.5,1801,230,247,525,163,262,0.680851064,0.125,0.207173913,0.106382979,0.170212766
2015/6/7 00:00,1,1,N,1,0,1,30,55,53.66666667,236,852,9,27,23,34,0,0.117647059,0.058823529,8.9,0.461538462,16.2,2.7,1781,249,270,517,168,301,0.857142857,0.166666667,0.170657143,0.028571429,0.085714286,0,3,28,90,87.33333333,367,1305,2,16,67,32,0.085714286,0.028571429,0,3.2,0.166666667,0,0.666666667,1832,240,257,538,169,262,0.763157895,0.379310345,0.523921053,0.153846154,0
2015/7/10 00:00,0,-5,N,1,1,2,40,75,53.66666667,265,943,5,29,33,45,0.035714286,0.035714286,0,3.342857143,0.269230769,2.571428571,1.142857143,1814,252,273,526,172,306,0.756756757,0.321428571,0.315567568,0.105263158,0.131578947,0,3,6,20,19,82,283,1,5,17,12,0.153846154,0.076923077,0,2.866666667,0.368421053,4.5,1.5,1865,242,259,545,170,265,0.882352941,0.233333333,0.216647059,0.029411765,0.088235294
2015/7/11 00:00,0,-1,N,1,0,3,19,63,51.66666667,230,887,2,17,30,23,0.142857143,0.107142857,0.035714286,5.533333333,0.35,3,1.833333333,2292,315,341,657,211,390,0.8,0.321428571,0.260914286,0,0.2,1,1,12,38,30,134,445,1,7,24,18,0.173913043,0,0,1.788235294,0.368421053,1.588235294,1.235294118,2342,322,349,702,217,350,0.75,0.4,0.4387,0.075,0.125
2015/7/12 00:00,0,-3,N,1,0,1,20,44,57.33333333,238,939,7,26,43,22,0.115384615,0.192307692,0.076923077,10.2,0.266666667,10.8,2.2,2326,322,348,666,215,401,0.538461538,0.333333333,0.372333333,0.102564103,0.282051282,0,1,6,10,11.33333333,47,196,1,5,10,7,0.296296296,0.111111111,0.037037037,4.147368421,0.333333333,5.684210526,1.421052632,2376,330,357,715,223,354,0.666666667,0.357142857,0.482571429,0.136363636,0.090909091
2015/7/22 00:00,1,3,N,2,1,3,54,130,98.33333333,428,1426,11,17,36,64,0.166666667,0.033333333,0.1,9.376470588,0.35,12.70588235,1.941176471,2364,328,354,676,220,407,0.704545455,0.290322581,0.343090909,0.113636364,0.136363636,1,1,36,106,97,420,1497,3,23,75,42,0.206896552,0.137931034,0.034482759,5.6,0.235294118,1.35,1.35,2414,339,366,728,226,363,0.619047619,0.384615385,0.447380952,0.071428571,0.214285714
2015/7/23 00:00,0,-1,N,2,1,2,31,88,83.33333333,363,1338,4,32,60,41,0.166666667,0.033333333,0,2.15,0.347826087,1.35,1.35,2584,368,398,751,239,449,0.756097561,0.419354839,0.38097561,0.097560976,0.146341463,0,1,15,57,51,209,629,2,4,29,17,0.137931034,0.034482759,0,2.317647059,0.416666667,7.941176471,1.941176471,2587,362,389,775,242,396,0.756756757,0.321428571,0.266324324,0.026315789,0.210526316
2015/8/6 00:00,2,0,N,1,1,3,27,80,60.33333333,277,1069,3,22,37,33,0.1,0.05,0,2.927272727,0.470588235,7.363636364,2.454545455,2623,374,405,762,243,453,0.76744186,0.272727273,0.402093023,0.093023256,0.093023256,1,1,40,113,103,446,1582,5,24,77,46,0.076923077,0.038461538,0.076923077,7.366666667,0.238095238,6,1.333333333,2627,368,397,788,246,404,0.704545455,0.387096774,0.386613636,0.090909091,0.181818182
2015/8/14 00:00,1,5,N,2,0,3,39,100,97,423,1564,5,37,70,49,0.192307692,0,0.038461538,4.2,0.333333333,7.5,1.166666667,2813,398,430,814,254,503,0.723404255,0.382352941,0.320361702,0.020833333,0.229166667,0,3,23,79,62.33333333,260,785,3,5,35,25,0.142857143,0,0,2,0.555555556,5.4,2,2819,404,433,856,262,439,0.586956522,0.222222222,0.262,0.106382979,0.255319149
2015/8/15 00:00,1,10,N,2,1,3,29,63,74.66666667,317,1252,8,29,60,32,0.310344828,0,0,0.628571429,0.35,3.857142857,1,2913,417,450,848,264,520,0.7,0.357142857,0.4126,0.12195122,0.12195122,1,1,21,61,47.66666667,212,685,5,10,29,27,0.08,0.08,0.04,6.2,0.368421053,7.2,2,2933,414,445,887,266,470,0.657142857,0.304347826,0.218342857,0,0.342857143
2015/8/16 00:00,0,-6,N,2,0,1,40,104,104,450,1677,5,40,72,50,0.074074074,0.111111111,0,4.342857143,0.19047619,1.285714286,1,2950,427,461,864,269,524,0.76744186,0.484848485,0.475511628,0.11627907,0.093023256,1,1,12,31,32.33333333,135,487,2,12,19,18,0.074074074,0.074074074,0,4.033333333,0.318181818,4.5,1.5,2963,414,446,892,269,473,0.794117647,0.185185185,0.237382353,0.088235294,0.088235294
2015/8/21 00:00,0,-1,N,1,0,1,46,86,79,356,1337,10,43,42,52,0.133333333,0.2,0,4.778947368,0.25,5.684210526,1.736842105,2981,428,462,869,270,533,0.65625,0.19047619,0.20665625,0.03125,0.28125,1,1,25,90,78.33333333,319,974,4,7,49,27,0.28125,0.03125,0.03125,2.977777778,0.19047619,1,0.666666667,3000,420,453,902,276,478,0.704545455,0.290322581,0.358840909,0.159090909,0.113636364
2015/8/22 00:00,1,1,N,1,1,3,57,148,119.3333333,513,1712,12,22,48,68,0.04,0.08,0,3.866666667,0.272727273,1.5,1.333333333,3050,436,470,886,275,553,0.675,0.333333333,0.3712,0.075,0.2,1,1,16,40,39.33333333,167,594,3,15,26,22,0.21875,0.09375,0.03125,4.342857143,0.380952381,5.142857143,1.714285714,3067,429,463,924,282,484,0.789473684,0.366666667,0.372736842,0.125,0.075
2015/9/1 00:00,1,1,N,2,0,3,44,110,110,479,1796,5,45,75,54,0.103448276,0.172413793,0,4.7,0.3,6,1.833333333,3088,442,476,899,277,559,0.775,0.387096774,0.363,0.048780488,0.146341463,1,1,28,101,86,352,1086,5,8,55,31,0.181818182,0.03030303,0.03030303,3.72173913,0.4,3.52173913,1.565217391,3097,434,468,931,289,488,0.717948718,0.25,0.316,0.175,0.1
2015/9/3 00:00,0,-3,N,2,1,3,33,68,80,345,1349,8,33,63,36,0.107142857,0.142857143,0,6.0125,0.3125,6.75,1.6875,3158,450,484,919,280,574,0.757575758,0.24,0.346242424,0.060606061,0.121212121,1,1,32,108,93,381,1183,6,10,58,35,0.103448276,0.068965517,0.034482759,5.057142857,0.260869565,5.142857143,1.285714286,3203,450,484,960,301,511,0.65,0.269230769,0.322125,0.142857143,0.119047619
2015/9/8 00:00,0,-1,N,1,0,3,47,118,116,508,1906,5,48,79,57,0.137931034,0.103448276,0,3.366666667,0.363636364,4.5,1.833333333,3189,453,487,927,281,582,0.676470588,0.304347826,0.285882353,0.029411765,0.235294118,1,1,8,35,35,142,502,3,6,26,9,0.206896552,0,0,2.075,0.318181818,1.125,0.875,3238,456,490,970,306,520,0.627906977,0.37037037,0.352186047,0.11627907,0.209302326
2015/9/10 00:00,0,-3,N,1,0,3,2,6,17.66666667,69,315,0,10,19,2,0.24,0.12,0,2.7,0.25,1.5,1.166666667,3329,470,505,965,290,608,0.676470588,0.217391304,0.227666667,0.058823529,0.235294118,1,3,10,41,42,169,610,4,7,32,11,0.222222222,0.037037037,0.037037037,3.771428571,0.263157895,2.571428571,1,3379,473,512,1012,318,537,0.648648649,0.291666667,0.285638889,0.131578947,0.184210526
2015/9/18 00:00,1,5,N,2,1,3,37,76,85,365,1433,10,33,67,41,0.2,0,0.1,6.8,0.428571429,7.2,1.6,3362,472,507,972,293,617,0.638888889,0.260869565,0.26425,0.083333333,0.25,1,1,2,7,11.66666667,44,191,2,4,11,3,0.304347826,0.130434783,0.043478261,4.611764706,0.166666667,1.588235294,1.058823529,3409,477,517,1021,318,542,0.766666667,0.304347826,0.3616,0,0.166666667
2015/9/19 00:00,0,-10,N,2,0,3,49,126,122,537,2015,5,51,85,59,0.206896552,0.103448276,0,2.7,0.4,3,1.833333333,3612,507,545,1040,321,678,0.775,0.35483871,0.4162,0.075,0.1,1,1,45,135,112.6666667,471,1490,8,12,76,50,0.133333333,0,0.066666667,6.376470588,0.416666667,11.11764706,2.117647059,3617,500,541,1085,333,576,0.725,0.344827586,0.29635,0.075,0.2
2015/9/20 00:00,0,-9,N,2,0,1,6,8,18.66666667,76,342,1,12,20,6,0.142857143,0.285714286,0.142857143,20.2,0.5,36,4,3653,514,552,1055,326,692,0.543478261,0.52,0.432434783,0.108695652,0.304347826,0,2,14,56,55.66666667,227,829,5,11,48,15,0.24137931,0.068965517,0.034482759,4.082352941,0.526315789,6.352941176,2.294117647,3665,516,558,1106,342,582,0.701754386,0.475,0.494385965,0.155172414,0.103448276
2015/10/6 00:00,0,-3,N,1,0,1,67,118,89.66666667,433,1598,10,48,59,75,0.166666667,0.208333333,0,4.866666667,0.142857143,3,1.166666667,3690,518,556,1067,330,697,0.756097561,0.35483871,0.384560976,0.097560976,0.12195122,1,3,44,93,72.33333333,336,1204,10,27,49,56,0.111111111,0.055555556,0,2.95,0.4,2.25,1.75,3701,528,571,1118,351,587,0.6875,0.363636364,0.3968125,0.183673469,0.102040816
2015/10/11 00:00,0,-4,N,1,0,1,75,132,100.6666667,483,1797,12,52,67,84,0.043478261,0.173913043,0.043478261,7.8,0.235294118,7.2,1.8,4032,567,608,1154,353,779,0.585365854,0.333333333,0.36702439,0.12195122,0.243902439,0,3,17,35,33,147,605,7,10,34,19,0.24137931,0.137931034,0.034482759,5.033333333,0.352941176,6,1.833333333,4104,593,642,1241,391,664,0.692307692,0.333333333,0.415282051,0.170731707,0.073170732
2016/3/24 00:00,1,1,N,2,0,3,0,4,6,22,80,0,2,1,0,0.045454545,0.090909091,0,3.866666667,0.210526316,0,1,41,8,11,14,1,9,0.673913043,0.387096774,0.443195652,0.02173913,0.195652174,1,1,5,5,5,23,82,1,1,6,5,0.260869565,0.043478261,0.043478261,5.2,0.307692308,9,1.2,79,13,13,23,6,7,0.848484848,0.214285714,0.23969697,0.090909091,0.060606061
2016/4/1 00:00,0,-6,N,1,0,3,4,4,5.333333333,24,100,2,3,4,4,0.166666667,0.125,0.083333333,8.2625,0.133333333,6.75,1.3125,86,17,21,32,5,15,0.734693878,0.416666667,0.453653061,0.081632653,0.12244898,1,1,2,7,4,21,77,1,1,3,3,0.142857143,0.047619048,0.047619048,5.7,0.375,4.5,2,117,20,22,34,11,16,0.627906977,0.333333333,0.370883721,0.111111111,0.2
2016/4/2 00:00,0,-1,N,1,1,1,11,10,8,40,164,3,7,7,11,0.1875,0.25,0.0625,10.325,0.625,23.625,3.75,301,48,55,91,20,63,0.760869565,0.371428571,0.46926087,0.02173913,0.130434783,1,3,4,17,9,48,169,2,2,7,8,0.148148148,0.037037037,0.037037037,4.8,0.428571429,3.6,2.2,320,76,78,121,31,48,0.625,0.5,0.538208333,0.145833333,0.145833333
2016/4/3 00:00,0,-6,N,1,0,1,13,21,17,79,276,3,9,7,14,0.090909091,0.121212121,0.060606061,7.771428571,0.25,7.714285714,1.714285714,339,55,62,104,20,70,0.743589744,0.379310345,0.390589744,0,0.175,0,1,11,21,18.33333333,84,296,3,5,15,12,0.166666667,0,0.033333333,4.057142857,0.318181818,5.142857143,1.142857143,351,84,86,131,36,52,0.710526316,0.296296296,0.405052632,0.128205128,0.102564103
2016/4/19 00:00,0,-1,N,1,0,1,6,11,10,48,200,2,5,8,11,0.105263158,0.052631579,0.105263158,10.7,0.285714286,8.1,2.1,375,59,67,112,23,74,0.761904762,0.25,0.29302381,0.071428571,0.095238095,1,3,6,12,17,75,280,1,7,15,7,0.148148148,0.074074074,0,4.366666667,0.222222222,1.5,1,389,94,97,144,39,56,0.785714286,0.333333333,0.411952381,0.071428571,0.095238095
2016/4/21 00:00,0,-5,N,1,1,1,10,22,17.33333333,87,352,3,10,14,21,0.166666667,0.083333333,0.041666667,5.738461538,0.411764706,8.307692308,2.307692308,642,102,113,179,61,143,0.568181818,0.4,0.3665,0.090909091,0.295454545,1,1,8,8,5,27,119,1,4,7,8,0.259259259,0.148148148,0.037037037,5.4,0.466666667,14.4,2.4,740,164,173,257,68,115,0.733333333,0.363636364,0.425704545,0.133333333,0.111111111
2016/4/29 00:00,0,-7,N,2,0,3,12,25,23.66666667,106,388,2,11,21,13,0.064516129,0.161290323,0.032258065,7.964705882,0.363636364,12.70588235,2.470588235,677,106,118,189,64,154,0.571428571,0.375,0.344428571,0.071428571,0.261904762,1,3,7,19,19.33333333,91,341,1,12,15,11,0.269230769,0.115384615,0,4,0.384615385,0,1.6,774,173,183,269,74,118,0.731707317,0.366666667,0.438097561,0.142857143,0.071428571
2016/4/30 00:00,0,-9,N,2,0,1,27,35,30.33333333,138,536,9,12,22,29,0.24,0.08,0.04,4.95,0.5625,11.25,3,900,144,162,264,87,197,0.733333333,0.454545455,0.379466667,0.086956522,0.173913043,0,3,25,51,41.33333333,188,718,4,10,36,26,0.16,0.04,0,2.2,0.526315789,9,2.2,990,212,223,340,102,149,0.759259259,0.56097561,0.540148148,0.071428571,0.125
2016/5/1 00:00,1,6,N,2,0,1,19,21,14.66666667,72,270,1,5,15,19,0.037037037,0.111111111,0.037037037,9.2,0.45,20.76923077,3,936,148,166,274,90,205,0.725,0.344827586,0.31355,0.075,0.2,1,3,11,28,21.66666667,99,366,2,8,18,13,0.192307692,0.076923077,0,2.4,0.473684211,7.2,2.2,1032,225,236,356,108,154,0.72,0.416666667,0.45246,0.12,0.1
2016/5/6 00:00,0,-3,N,1,1,1,12,30,28.33333333,132,520,4,15,19,23,0.045454545,0.090909091,0.045454545,6.6,0.222222222,3.6,1.4,971,156,175,289,93,213,0.7,0.535714286,0.410425,0.073170732,0.195121951,0,1,23,23,12.66666667,69,296,2,10,15,23,0.304347826,0.043478261,0,1,0.533333333,9,1.8,1067,228,239,364,111,161,0.692307692,0.259259259,0.303897436,0.076923077,0.179487179
2016/5/7 00:00,0,-9,N,1,0,1,19,38,34.66666667,162,608,4,19,40,21,0.35483871,0.096774194,0.064516129,5.366666667,0.466666667,9,2,1087,184,203,328,105,235,0.684210526,0.192307692,0.223236842,0.105263158,0.184210526,1,3,15,36,45,187,712,2,16,32,16,0.259259259,0.111111111,0,2.914285714,0.1875,0,0.857142857,1179,252,264,401,122,186,0.473684211,0.444444444,0.376105263,0.078947368,0.394736842
2016/5/8 00:00,1,8,N,1,0,1,25,30,17.66666667,91,332,3,7,17,28,0.105263158,0.105263158,0.105263158,12.53333333,0.538461538,18,3.666666667,1131,194,213,343,108,248,0.595744681,0.428571429,0.407468085,0.063829787,0.276595745,0,3,25,30,18.66666667,97,413,3,12,25,26,0.357142857,0.071428571,0.035714286,3.033333333,0.4,3,1.5,1220,270,283,419,128,191,0.70212766,0.454545455,0.518319149,0.127659574,0.106382979
2016/5/17 00:00,1,1,N,2,1,1,8,16,10,49,178,3,4,8,8,0.25,0.1875,0,3.5,0.333333333,8.1,1.8,1172,208,227,356,111,257,0.681818182,0.366666667,0.385409091,0.068181818,0.204545455,1,3,15,33,26.66666667,122,469,3,10,23,18,0.217391304,0.086956522,0.043478261,5,0.266666667,7.2,1.4,1257,276,289,428,133,199,0.651162791,0.285714286,0.330139535,0.11627907,0.186046512
2016/5/19 00:00,0,-2,N,2,0,3,25,54,47,216,823,5,23,51,27,0.185185185,0.111111111,0.037037037,5.45,0.444444444,10.125,2.25,1362,231,251,396,138,291,0.529411765,0.333333333,0.325941176,0.058823529,0.352941176,1,3,42,71,57.33333333,260,975,7,15,52,43,0.208333333,0.083333333,0.041666667,5,0.375,12.6,1.8,1475,310,324,490,160,238,0.642857143,0.407407407,0.414261905,0.071428571,0.214285714
2016/5/25 00:00,1,1,N,1,1,1,40,57,46.33333333,214,842,11,20,39,42,0.172413793,0.103448276,0,3,0.571428571,9,3,1400,236,256,408,140,302,0.642857143,0.444444444,0.327285714,0.046511628,0.255813953,1,3,31,46,32.33333333,156,638,3,17,38,33,0.21875,0.03125,0,2.45,0.454545455,5.4,1.65,1515,317,331,506,165,245,0.717391304,0.454545455,0.42923913,0.108695652,0.152173913
2016/6/3 00:00,0,-7,N,2,0,3,29,62,54,250,927,6,27,54,32,0.088235294,0.117647059,0.029411765,6.342857143,0.28,5.142857143,1.714285714,1513,252,274,442,148,327,0.653846154,0.5,0.422057692,0.057692308,0.230769231,0,1,32,55,38,184,753,3,19,46,36,0.285714286,0.071428571,0,1.964705882,0.529411765,1.588235294,1.941176471,1661,344,360,554,181,271,0.673469388,0.333333333,0.399285714,0.12244898,0.142857143
2016/6/4 00:00,0,-6,N,2,0,1,52,69,55.66666667,262,1018,15,27,49,54,0.130434783,0.086956522,0.130434783,11,0.2,12.6,1.6,1730,295,319,514,168,377,0.75,0.296296296,0.248722222,0.027777778,0.222222222,0,3,28,72,72,304,1118,3,21,49,32,0.258064516,0.032258065,0,1.575,0.318181818,2.25,1,1896,393,410,636,211,312,0.627906977,0.296296296,0.448511628,0.11627907,0.162790698
2016/6/14 00:00,1,6,N,2,0,3,25,60,49.33333333,231,878,7,25,32,40,0.04,0.08,0,4.6,0.285714286,7.2,1.6,1763,302,326,521,174,384,0.641025641,0.24,0.317102564,0.153846154,0.179487179,1,3,28,48,40.66666667,190,757,4,22,35,31,0.071428571,0.214285714,0,5.825,0.3,10.125,2.25,1936,406,423,652,213,314,0.869565217,0.375,0.435130435,0.043478261,0.043478261
2016/6/26 00:00,0,-1,N,2,1,1,19,25,21.66666667,106,418,4,17,16,24,0.161290323,0.225806452,0.032258065,7.2,0.277777778,7.5,2.166666667,1979,341,366,591,199,434,0.727272727,0.40625,0.404772727,0.090909091,0.136363636,1,1,42,71,49.33333333,244,1007,4,27,56,48,0.16,0.12,0,4.6,0.3125,5.4,1.6,2077,437,454,697,233,329,0.625,0.2,0.3149,0.175,0.15
2016/7/20 00:00,1,3,N,1,1,1,45,90,80,370,1385,11,40,80,50,0.1875,0.125,0.125,11.86666667,0.333333333,9,2.333333333,2155,369,396,647,214,467,0.85,0.382352941,0.32775,0.025,0.125,0,1,13,38,32.33333333,148,562,1,14,26,18,0.115384615,0.038461538,0,2.6,0.454545455,7.2,2.2,2253,466,483,749,249,360,0.717948718,0.25,0.307230769,0.051282051,0.179487179
2016/7/21 00:00,1,9,N,1,0,3,53,109,106.6666667,472,1790,14,49,98,60,0.263157895,0.157894737,0,3.6,0.3,1.8,1.2,2435,418,447,728,235,539,0.535714286,0.6,0.354178571,0.035714286,0.392857143,1,1,47,114,96.33333333,421,1566,6,24,78,55,0.4,0.04,0,0.4,0.615384615,5.4,1.8,2410,482,499,794,261,387,0.526315789,0.3,0.313736842,0.157894737,0.263157895
2016/8/3 00:00,1,6,N,2,0,1,25,40,32.66666667,156,593,5,21,22,30,0.034482759,0.103448276,0.034482759,7.5125,0.434782609,10.125,2.625,2484,438,469,750,244,546,0.672131148,0.487804878,0.540262295,0.147540984,0.114754098,0,1,23,52,43.66666667,201,760,3,22,31,28,0.1,0.15,0.1,16.48571429,0.615384615,30.85714286,5.571428571,2457,495,512,813,266,390,0.79245283,0.404761905,0.46390566,0.094339623,0.056603774
